cnae_nota,id_cidade_empresa,regime_tributacao_empresa,id_servico_prestado_nota,id_local_de_prestacao_nota,id_natureza_operacao_do_servico,aliquota_iss_nota,iss_retido_nota,aliquota_inss_nota,quantidade_empresas,quantidade_notas,total_empresas_grupo,total_notas_grupo
4751201,5766,SIMPLES_NACIONAL,a0d8fff9-7634-4c5c-8036-00d2a9ee92a7,5766,,3.5,false,,1,1,2,2
4751201,5830,SIMPLES_NACIONAL,7e204a6f-91f3-4c9b-a855-09138b8045d2,5830,,3.5,false,,1,1,1,1
4751201,5880,SIMPLES_NACIONAL,5476039a-5878-463b-894a-b4ccaaf30029,5880,,5,false,0,1,1,7,14
4751201,5880,SIMPLES_NACIONAL,5476039a-5878-463b-894a-b4ccaaf30029,5880,,5,true,0,1,2,7,14
4751201,5880,SIMPLES_NACIONAL,5476039a-5878-463b-894a-b4ccaaf30029,6015,,5,false,0,1,7,7,14
4751201,5880,SIMPLES_NACIONAL,5476039a-5878-463b-894a-b4ccaaf30029,6445,,5,false,0,1,1,7,14
4751201,5880,SIMPLES_NACIONAL,f57a3f98-3cd6-4f20-aab4-994ae2e64326,4964,,5,false,0,1,1,7,14
4751201,5880,SIMPLES_NACIONAL,f57a3f98-3cd6-4f20-aab4-994ae2e64326,5880,,5,true,0,1,1,7,14
4751201,5880,SIMPLES_NACIONAL,f57a3f98-3cd6-4f20-aab4-994ae2e64326,9668,,5,false,0,1,1,7,14
4751201,5941,SIMPLES_NACIONAL,08cf6db8-1206-42ad-b134-5ffbedbdebec,5941,,2,false,0,1,7,9,138
4751201,5941,SIMPLES_NACIONAL,08cf6db8-1206-42ad-b134-5ffbedbdebec,5941,,3.4,false,0,1,57,9,138
4751201,5941,SIMPLES_NACIONAL,091f1bda-7cdb-4f8b-b665-c0fec359605e,5941,,2.01,false,,1,7,9,138
4751201,5941,SIMPLES_NACIONAL,5583bc5f-2059-4f42-a519-7ec779a18ef0,5941,,3.4,false,0,1,3,9,138
4751201,5941,SIMPLES_NACIONAL,a500f0f8-ea91-414b-b967-ee3eb1b57de6,1278,,3.4,false,0,1,1,9,138
4751201,5941,SIMPLES_NACIONAL,a500f0f8-ea91-414b-b967-ee3eb1b57de6,5941,,2,false,0,1,4,9,138
4751201,5941,SIMPLES_NACIONAL,a500f0f8-ea91-414b-b967-ee3eb1b57de6,5941,,2.01,false,0,1,2,9,138
4751201,5941,SIMPLES_NACIONAL,a500f0f8-ea91-414b-b967-ee3eb1b57de6,5941,,3.4,false,0,1,56,9,138
4751201,5941,SIMPLES_NACIONAL,a500f0f8-ea91-414b-b967-ee3eb1b57de6,6150,,3.4,false,0,1,1,9,138
4751201,6015,NORMAL,27bb3f49-aef8-4fc1-a5a4-076fcb73b664,6015,,2,false,,1,1,4,4
4751201,6015,NORMAL,27bb3f49-aef8-4fc1-a5a4-076fcb73b664,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,,1,1,4,4
4751201,6015,NORMAL,c95ae7fe-e8f1-4d59-a566-93e5704413aa,6015,,2,false,,1,1,4,4
4751201,6015,NORMAL,c95ae7fe-e8f1-4d59-a566-93e5704413aa,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,,1,1,4,4
4751201,6015,SIMPLES_NACIONAL,089ceb76-f951-4ac4-ac87-4101e2db9d90,6015,,0,false,,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,089ceb76-f951-4ac4-ac87-4101e2db9d90,6015,,5,false,,1,5,15,95
4751201,6015,SIMPLES_NACIONAL,089ceb76-f951-4ac4-ac87-4101e2db9d90,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,35,15,95
4751201,6015,SIMPLES_NACIONAL,177c8f14-3fb4-47c3-9eb7-3721e73af789,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,3.09,false,,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,27bb3f49-aef8-4fc1-a5a4-076fcb73b664,6015,,4.55,false,,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,27bb3f49-aef8-4fc1-a5a4-076fcb73b664,6015,,5,false,0,1,3,15,95
4751201,6015,SIMPLES_NACIONAL,592e637c-7f40-4bee-a89d-7f55fb11a7c8,6015,,2.5,false,0,1,12,15,95
4751201,6015,SIMPLES_NACIONAL,592e637c-7f40-4bee-a89d-7f55fb11a7c8,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,7,15,95
4751201,6015,SIMPLES_NACIONAL,592e637c-7f40-4bee-a89d-7f55fb11a7c8,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2.5,false,0,1,6,15,95
4751201,6015,SIMPLES_NACIONAL,617d1ac6-fcc0-40f6-8619-b4b60eed1006,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,0,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,a919a93c-c927-4e02-9173-1c051cd8d6ac,6015,,5,false,,1,14,15,95
4751201,6015,SIMPLES_NACIONAL,c95ae7fe-e8f1-4d59-a566-93e5704413aa,6015,,5,false,0,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,c95ae7fe-e8f1-4d59-a566-93e5704413aa,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,0,1,2,15,95
4751201,6015,SIMPLES_NACIONAL,eff74f49-a3c1-46c2-bde5-4c6d5a13af21,6015,,5,false,0,1,1,15,95
4751201,6015,SIMPLES_NACIONAL,eff74f49-a3c1-46c2-bde5-4c6d5a13af21,6015,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,0,1,5,15,95
4751201,6131,SIMPLES_NACIONAL,33247ba1-8188-4c9c-a196-a953f5114c53,6131,,3.16,false,0,1,2,1,2
4751201,6308,SIMPLES_NACIONAL,1305fffa-1e40-47cd-9f96-4018792852d6,6308,,0,false,0,1,2,1,2
4751201,6427,SIMPLES_NACIONAL,646b2d7e-4262-46d9-8872-11e63c0d7fed,6427,,2,false,,1,3,5,97
4751201,6427,SIMPLES_NACIONAL,646b2d7e-4262-46d9-8872-11e63c0d7fed,6427,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,,1,4,5,97
4751201,6427,SIMPLES_NACIONAL,b07654ab-e964-4a50-b541-5cbdf5230abd,6427,,2,false,,1,1,5,97
4751201,6427,SIMPLES_NACIONAL,b07654ab-e964-4a50-b541-5cbdf5230abd,6427,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,,2,89,5,97
4751201,6445,NORMAL,6f6d6584-72fb-4751-a87f-87a4046dadfd,6445,,2,false,,1,2,2,7
4751201,6445,NORMAL,94b1ac4a-de7a-4f3e-90c0-0f7db8ecdea1,6445,,2,false,,1,5,2,7
4751201,6796,SIMPLES_NACIONAL,faf84b5e-30a7-4593-8d77-b628fac6c299,6796,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2.01,false,,1,10,1,10
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6842,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6866,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6888,,4.27,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6888,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6888,,4.3,false,0,1,10,53,146
4751201,6888,SIMPLES_NACIONAL,5ebd1578-c76a-45bf-bf34-0f5cd732f0b7,6994,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,6746e4e6-c1cd-4d7b-8e3c-16802b28b96e,3764,,4.27,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,6746e4e6-c1cd-4d7b-8e3c-16802b28b96e,3764,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,3397,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6841,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6841,,4.3,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6844,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6849,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6853,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6853,,4.3,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6855,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6857,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6862,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6863,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6866,,4.27,false,0,1,2,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6866,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6866,,4.3,false,0,1,23,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6880,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6888,,4.27,false,0,1,3,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6888,,4.27,true,0,1,2,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6888,,4.3,false,0,1,4,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6888,,4.3,true,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6888,,4.3,true,0,1,12,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6897,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,6934,,4.3,false,0,1,4,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7015,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7015,,4.3,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7042,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7043,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7043,,4.3,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,753ced75-be78-49d8-a759-6c54b2d58995,7121,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6840,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6842,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6866,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6866,,4.3,false,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6888,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6888,,4.3,false,0,1,16,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,6934,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,7015,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,b6a8ec0e-6ff8-4f8d-a431-288c7d364e4b,7042,,4.3,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,c668fef7-a645-45e4-8445-68cc253b10d0,6888,,2,false,,1,26,53,146
4751201,6888,SIMPLES_NACIONAL,c668fef7-a645-45e4-8445-68cc253b10d0,6888,,2,true,,1,2,53,146
4751201,6888,SIMPLES_NACIONAL,c668fef7-a645-45e4-8445-68cc253b10d0,6888,,4.27,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,eb36877b-c666-4e4e-aeec-a5eb677b3833,6842,,4.27,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,eb36877b-c666-4e4e-aeec-a5eb677b3833,6866,,4.27,false,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,eb36877b-c666-4e4e-aeec-a5eb677b3833,6888,,4.27,true,0,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,eb36877b-c666-4e4e-aeec-a5eb677b3833,6888,,4.3,true,,1,1,53,146
4751201,6888,SIMPLES_NACIONAL,eb36877b-c666-4e4e-aeec-a5eb677b3833,6888,,4.3,true,0,1,1,53,146
4751201,6994,SIMPLES_NACIONAL,a9591b67-ba01-4696-9946-52b7fedaa7f2,6994,,3.5,false,0,1,44,1,44
4751201,7043,NORMAL,154657b7-4310-4468-821f-8da066a9a5cd,6938,,5,false,,1,1,6,32
4751201,7043,NORMAL,154657b7-4310-4468-821f-8da066a9a5cd,7043,,5,false,,1,4,6,32
4751201,7043,NORMAL,154657b7-4310-4468-821f-8da066a9a5cd,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,,1,21,6,32
4751201,7043,NORMAL,22e78ae0-f77c-4c81-82b6-ce04247bae05,7043,,5,false,,1,3,6,32
4751201,7043,NORMAL,22e78ae0-f77c-4c81-82b6-ce04247bae05,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,,1,1,6,32
4751201,7043,NORMAL,f40d3a3a-4adf-4dca-b376-3e325865dea8,7043,,5,false,,1,2,6,32
4751201,7043,SIMPLES_NACIONAL,002f3f2e-c687-4299-9c6a-8f0a27cabd29,7043,,5,false,0,1,3,17,112
4751201,7043,SIMPLES_NACIONAL,002f3f2e-c687-4299-9c6a-8f0a27cabd29,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,,1,2,17,112
4751201,7043,SIMPLES_NACIONAL,002f3f2e-c687-4299-9c6a-8f0a27cabd29,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,0,1,19,17,112
4751201,7043,SIMPLES_NACIONAL,22e78ae0-f77c-4c81-82b6-ce04247bae05,4343,,0,false,,1,1,17,112
4751201,7043,SIMPLES_NACIONAL,22e78ae0-f77c-4c81-82b6-ce04247bae05,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,1,17,112
4751201,7043,SIMPLES_NACIONAL,35157c72-5010-41ad-9541-cd3d2b1aeb66,7043,,0,false,,1,3,17,112
4751201,7043,SIMPLES_NACIONAL,4ae315c4-1cbc-4ae2-a1b5-d731eef2df7e,7043,,0,false,,1,2,17,112
4751201,7043,SIMPLES_NACIONAL,4ae315c4-1cbc-4ae2-a1b5-d731eef2df7e,7043,,0,false,0,1,7,17,112
4751201,7043,SIMPLES_NACIONAL,776f4028-2d6a-4931-a089-4e19c425b84c,7043,,0,false,,2,16,17,112
4751201,7043,SIMPLES_NACIONAL,776f4028-2d6a-4931-a089-4e19c425b84c,7043,,5,false,0,1,36,17,112
4751201,7043,SIMPLES_NACIONAL,776f4028-2d6a-4931-a089-4e19c425b84c,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,2,4,17,112
4751201,7043,SIMPLES_NACIONAL,776f4028-2d6a-4931-a089-4e19c425b84c,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,0,1,9,17,112
4751201,7043,SIMPLES_NACIONAL,9de884f9-8f70-45c5-b556-623c8c2743d8,7043,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,0,1,1,17,112
4751201,7043,SIMPLES_NACIONAL,cb6fe6c1-a6e1-4a78-8a85-0719ff9575c1,7043,,0,false,,1,1,17,112
4751201,7043,SIMPLES_NACIONAL,fbf2e22e-8a5c-41c9-8feb-82e883f976a2,7043,,0,false,,1,7,17,112
4751201,7221,SIMPLES_NACIONAL,a6e4580a-6682-4d79-98e7-0826851cb90b,7221,5d200b30-6bec-4d9e-9c03-4da172b392af,0,false,,1,67,1,67
4751201,7517,SIMPLES_NACIONAL,9bf3507d-9863-424a-b61b-049a057cd81b,7517,,7.4,false,0,1,4,1,4
4751201,7533,NORMAL,47849f68-53d9-4c10-871a-00e44e74ad89,7533,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2.5,false,0,1,5,2,7
4751201,7533,NORMAL,47849f68-53d9-4c10-871a-00e44e74ad89,7533,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2.5,true,0,1,2,2,7
4751201,7566,SIMPLES_NACIONAL,f9361702-fc7a-45f9-80f0-ea79ba49974d,7566,,0,false,,1,6,1,6
4751201,7801,SIMPLES_NACIONAL,97760bc9-8b0c-49db-af57-99c813a114d4,7801,,2.01,false,,1,10,1,10
4751201,7994,NORMAL,29ccd99a-4d59-4c9c-b259-d67c140c36fa,7994,,2,false,0,1,10,4,14
4751201,7994,NORMAL,3037257d-a9fc-40cc-a6bf-e76a76d85763,7994,,0,false,,1,2,4,14
4751201,7994,NORMAL,c327f99e-7332-401f-8e01-b42f73bb8529,7994,,0,false,,1,1,4,14
4751201,7994,NORMAL,cd4fadce-ce33-4a6a-a6ac-d11c98122242,7994,,2,false,0,1,1,4,14
4751201,7994,SIMPLES_NACIONAL,29ccd99a-4d59-4c9c-b259-d67c140c36fa,7994,,0,false,,1,1,5,94
4751201,7994,SIMPLES_NACIONAL,3037257d-a9fc-40cc-a6bf-e76a76d85763,7994,4d0fe3d7-7b26-406e-a97c-9719abc49942,0,false,0,1,18,5,94
4751201,7994,SIMPLES_NACIONAL,bda6e13d-2c40-492a-96ac-cebc88d53be2,7994,,0,false,,1,10,5,94
4751201,7994,SIMPLES_NACIONAL,c327f99e-7332-401f-8e01-b42f73bb8529,7994,,0,false,0,1,64,5,94
4751201,7994,SIMPLES_NACIONAL,c327f99e-7332-401f-8e01-b42f73bb8529,7994,,4.99,true,0,1,1,5,94
4751201,8146,SIMPLES_NACIONAL,e23f356b-f407-47d7-9cfb-94ed1d968a9e,8146,,3,false,0,1,71,1,71
4751201,8334,SIMPLES_NACIONAL,d6712d7d-eab7-465b-a767-28a43e98724f,8334,,0,false,,1,2,1,2
4751201,8377,SIMPLES_NACIONAL,3c539b92-df9a-45b4-91d7-2a30d74b139f,8377,,2.01,false,,1,8,1,8
4751201,8377,SIMPLES_NACIONAL_EXCESSO_RECEITA_BRUTA,3c539b92-df9a-45b4-91d7-2a30d74b139f,8377,,0,false,,1,59,1,59
4751201,8404,SIMPLES_NACIONAL,457e46b0-9c81-4966-a92c-d59836551731,8404,,0,false,,1,1,2,2
4751201,8404,SIMPLES_NACIONAL,93c15ecc-8c1d-4d6d-a11c-c9090f003c68,8404,,0,false,,1,1,2,2
4751201,8441,SIMPLES_NACIONAL,8294df6c-6525-41d4-b32e-b87cdc05cc0d,8441,,2.67,false,,1,3,1,3
4751201,8471,SIMPLES_NACIONAL_EXCESSO_RECEITA_BRUTA,63cd9bb2-151f-4a14-86ce-a1b07f37ccbe,8471,,3,false,,1,692,2,709
4751201,8471,SIMPLES_NACIONAL_EXCESSO_RECEITA_BRUTA,6cfe8d24-f643-41ab-ab2b-b476ec41e65c,8471,,3,false,,1,17,2,709
4751201,8521,SIMPLES_NACIONAL,,8521,,5,false,,1,5,14,412
4751201,8521,SIMPLES_NACIONAL,15d847ae-1164-46ae-9c66-e5cd6151740b,8521,,0,false,,1,12,14,412
4751201,8521,SIMPLES_NACIONAL,15d847ae-1164-46ae-9c66-e5cd6151740b,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,25,14,412
4751201,8521,SIMPLES_NACIONAL,15d847ae-1164-46ae-9c66-e5cd6151740b,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,true,,1,2,14,412
4751201,8521,SIMPLES_NACIONAL,2baf1785-32f4-4a2e-b045-47deeae0f7fd,8521,,5,false,,1,5,14,412
4751201,8521,SIMPLES_NACIONAL,3300f5b2-80fa-4790-b730-b86dd59e1e30,7815,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,1,14,412
4751201,8521,SIMPLES_NACIONAL,3300f5b2-80fa-4790-b730-b86dd59e1e30,8521,,0,false,,1,54,14,412
4751201,8521,SIMPLES_NACIONAL,3300f5b2-80fa-4790-b730-b86dd59e1e30,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,176,14,412
4751201,8521,SIMPLES_NACIONAL,3300f5b2-80fa-4790-b730-b86dd59e1e30,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,true,,1,1,14,412
4751201,8521,SIMPLES_NACIONAL,3300f5b2-80fa-4790-b730-b86dd59e1e30,8695,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,0,false,,1,1,14,412
4751201,8521,SIMPLES_NACIONAL,8c8783e8-10bf-49cc-8b31-4f29f996b541,8521,,5,false,,1,32,14,412
4751201,8521,SIMPLES_NACIONAL,8c8783e8-10bf-49cc-8b31-4f29f996b541,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,,1,90,14,412
4751201,8521,SIMPLES_NACIONAL,8c8783e8-10bf-49cc-8b31-4f29f996b541,8521,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,5,false,11,1,1,14,412
4751201,8521,SIMPLES_NACIONAL,f913b502-ab5d-40ef-bfaf-81d7c176e6d8,8521,,0,false,,1,7,14,412
4751201,8667,SIMPLES_NACIONAL,7288566d-d505-443c-a1da-f5b202c5606c,8667,,2.01,false,,1,1,1,1
4751201,8856,SIMPLES_NACIONAL,3eb30750-4968-4142-9b33-ce4a002f95ef,8856,7d9657fa-fb5d-4dc0-9299-f8ca1fe21ec6,2,false,,1,17,1,17
4751201,8867,NORMAL,67c021f7-f8b7-43d5-8dcc-09fd76299c62,8867,,2,false,,1,1,4,29
4751201,8867,NORMAL,78476df1-ef1a-4bd9-b59d-3f60d1cf8f02,8867,,2,false,,1,3,4,29
4751201,8867,NORMAL,78476df1-ef1a-4bd9-b59d-3f60d1cf8f02,9668,,2,false,,1,1,4,29
4751201,8867,NORMAL,8b3c0c2a-cb95-4c87-9c14-53986379c0de,8867,,2,false,,1,24,4,29
4751201,8867,SIMPLES_NACIONAL,39d07fd3-bbce-4741-a363-14567d7f3112,8867,,2,false,0,1,2,13,28
4751201,8867,SIMPLES_NACIONAL,4bca133d-b387-4556-9b16-90059ac9a647,8867,,2,false,,1,1,13,28
4751201,8867,SIMPLES_NACIONAL,842e7bcd-aafa-4f89-a4b3-a0657ab1ae0f,8867,,2,false,0,1,2,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,8867,,0,false,,2,4,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,8867,,2,false,,1,3,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,9243,,0,false,,1,2,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,9277,,0,false,,1,1,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,9432,,0,false,,1,1,13,28
4751201,8867,SIMPLES_NACIONAL,8ab19e6d-1991-46a2-90a9-c1dc2ee3af82,9668,,0,false,,1,2,13,28
4751201,8867,SIMPLES_NACIONAL,c98d2ed9-0a82-40e7-b741-629e4fb0e375,8867,,0,false,,1,8,13,28
4751201,8867,SIMPLES_NACIONAL,c98d2ed9-0a82-40e7-b741-629e4fb0e375,8867,,2,false,0,1,1,13,28
4751201,8867,SIMPLES_NACIONAL,e1087001-5eae-48f0-90d8-7a2ab54ecf98,8867,,0,false,,1,1,13,28
4751201,8869,SIMPLES_NACIONAL,a172b8bc-0b36-4b45-8f39-8f2cd9a5c265,8869,60c0a55d-d03c-429e-99ea-916bbc118898,3.2,false,,1,55,1,55
4751201,8880,NORMAL,1b2a2279-0702-4c8a-be75-60058bcce497,8880,,5,true,,1,5,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,2824,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,2885,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,2890,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,8891,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,8908,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,9150,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,9533,,5,false,,1,1,9,13
4751201,8880,NORMAL,55c7bca4-ab10-4f8b-9142-d8c90f3ee0cd,9551,,5,false,,1,1,9,13
4751201,8880,SIMPLES_NACIONAL,4fdb4c82-f0ac-40d8-96aa-a8ca907f9800,8880,,4.2742,false,,1,1,2,2
4751201,8880,SIMPLES_NACIONAL,df10645c-a191-4478-9a3a-01e6a6da3041,8880,,4.2742,false,,1,1,2,2
4751201,8946,NORMAL,c2747dcb-cea4-4291-866b-5159141a4510,8946,,2,false,,2,112,2,112
4751201,8946,SIMPLES_NACIONAL,62c1e1f1-693d-421d-adf3-3b2fe76b76e2,8946,,2.79,false,,1,14,4,32
4751201,8946,SIMPLES_NACIONAL,62c1e1f1-693d-421d-adf3-3b2fe76b76e2,8946,,2.79,true,,1,2,4,32
4751201,8946,SIMPLES_NACIONAL,c2747dcb-cea4-4291-866b-5159141a4510,8946,,5,false,0,1,10,4,32
4751201,8946,SIMPLES_NACIONAL,c2747dcb-cea4-4291-866b-5159141a4510,8946,,5,true,0,1,6,4,32
4751201,8961,SIMPLES_NACIONAL,4701d071-9506-4bdc-af37-4dd8cdf3bf53,8961,,4.16,false,0,1,2,5,7
4751201,8961,SIMPLES_NACIONAL,4701d071-9506-4bdc-af37-4dd8cdf3bf53,8961,,4.16,true,,1,1,5,7
